,Electricity (kWh),Heating (kWh)
97917,473.716,74.982
97918,747.553,6.612
97919,615.571,11.521
97920,1062.057,78.211
97921,260.722,54.305
97922,308.955,149.266
97923,578.559,131.953
97924,952.704,137.039
97925,473.693,200.578
97926,773.621,27.614
97927,551.029,83.622
97928,262.979,166.723
97929,451.823,49.091
97930,593.678,56.061
97931,714.961,102.416
97932,833.267,82.615
97933,731.485,149.569
97934,947.836,68.467
97935,961.751,61.166
97936,1065.422,132.916
97937,1159.979,79.586
97938,490.772,43.188
97939,961.555,44.471
97940,607.329,147.808
97941,888.974,71.308
97942,713.993,20.247
97943,442.747,60.558
97944,657.915,49.85
97945,520.77,61.482
97946,287.044,189.317
97947,553.189,52.615
97948,557.383,104.153
97949,620.795,157.85
97950,704.434,82.109
97951,700.265,77.295
97952,437.211,171.308
97953,1297.476,61.139
97954,1101.113,87.438
97955,448.275,54.909
97956,975.966,86.087
97957,767.058,119.832
97958,961.05,19.128
97959,957.665,58.737
97960,866.727,75.649
97961,1250.104,90.045
97962,776.586,62.862
97963,993.385,75.227
97964,542.382,345.115
97965,686.342,123.004
97966,682.178,42.65
97967,463.688,100.531
97968,854.781,45.266
97969,483.712,52.719
97970,781.36,53.247
97971,524.987,94.213
97972,342.658,187.026
97973,855.712,178.334
97974,794.201,140.89
97975,459.444,109.737
97976,634.758,143.703
97977,484.281,61.478
97978,736.227,87.832
97979,1123.086,89.451
97980,747.477,42.534
97981,453.407,109.829
97982,854.798,62.387
97983,1059.355,135.95
97984,1075.754,66.074
97985,939.079,89.205
97986,838.024,42.881
97987,874.335,72.909
97988,747.604,72.303
97989,736.31,80.485
97990,531.199,40.666
97991,577.556,68.859
97992,542.547,44.117
97993,335.319,98.646
97994,681.437,67.195
97995,588.347,112.311
97996,426.194,134.896
97997,583.997,167.372
97998,412.713,282.612
97999,261.2,74.757
98000,450.134,65.558
98001,1108.45,56.509
98002,1047.739,51.656
98003,1050.302,126.125
98004,441.108,214.631
98005,309.867,44.03
98006,1254.52,74.935
98007,524.183,19.401
98008,854.292,79.216
98009,1411.14,51.519
98010,922.694,121.782
98011,768.219,180.342
98012,375.723,96.131
98013,442.199,99.117
98014,450.381,65.034
98015,308.409,105.658
98016,577.277,85.726
98017,636.523,172.986
98018,223.002,120.728
98019,560.272,99.773
98020,535.742,254.939
98021,1053.714,80.644
98022,434.586,45.528
98023,350.771,186.855
98024,391.613,227.25
98025,880.503,81.7
98026,1090.51,62.477
98027,70.173,172.301
98028,562.058,120.279
98029,245.861,47.991
98030,1003.518,57.145
98031,702.904,98.06
98032,1074.518,49.078
98033,1031.027,70.441
98034,817.611,65.43
98035,523.055,28.021
98036,707.989,60.189
98037,597.039,74.672
98038,410.421,24.471
98039,888.985,97.279
98040,397.755,26.642
98041,363.252,60.396
98042,434.575,117.278
98043,944.619,75.216
98044,498.923,151.668
98045,880.284,39.598
98046,731.388,127.265
98047,464.348,114.461
98048,294.667,151.594
98049,645.346,95.443
98050,648.092,114.037
98051,824.29,93.474
98052,518.099,31.131
98053,1037.661,160.072
98054,794.229,36.041
98055,480.691,19.14
98056,1044.359,54.534
98057,878.175,91.989
98058,1371.064,38.394
98059,480.562,28.838
98060,359.067,46.729
98061,513.151,110.69
98062,489.747,24.146
98063,864.89,134.252
98064,760.716,14.642
98065,373.861,70.02
98066,705.059,54.124
98067,792.103,138.504
98068,399.675,146.492
98069,881.976,171.377
98070,376.372,40.543
98071,373.197,52.542
98072,811.097,98.889
98073,1178.865,40.634
98074,707.502,85.996
98075,1169.464,16.215
98076,730.735,79.624
98077,622.538,99.832
98078,796.363,42.472
98079,1075.226,54.308
98080,642.377,149.633
98081,771.114,37.178
98082,570.973,49.573
98083,1141.04,94.032
98084,803.649,83.761
98085,641.083,56.276
98086,601.593,57.169
98087,546.539,42.085
98088,432.246,163.475
98089,558.914,101.505
98090,767.446,42.947
98091,629.563,24.385
98092,891.437,148.071
98093,219.294,190.719
98094,317.108,90.347
98095,404.098,177.782
98096,465.515,132.592
98097,788.711,116.959
98098,435.349,110.793
98099,505.315,85.013
98100,864.26,74.643
98101,748.823,55.753
98102,868.234,98.099
98103,635.06,145.819
98104,1393.893,66.765
98105,1172.291,42.504
98106,603.043,120.911
98107,857.056,206.891
98108,700.079,125.452
98109,892.93,57.059
98110,406.287,85.324
98111,636.17,18.499
98112,600.407,25.453
98113,574.908,70.072
98114,553.214,75.802
98115,598.603,48.375
98116,479.431,138.331
98117,922.725,187.92
98118,448.441,63.388
98119,480.69,114.861
98120,453.276,116.613
98121,485.59,74.98
98122,1240.155,74.662
98123,547.405,111.376
98124,809.895,92.307
98125,1277.215,128.549
98126,930.826,59.889
98127,1272.36,46.306
98128,714.915,105.358
98129,581.313,54.678
98130,369.265,82.843
98131,617.462,213.595
98132,930.452,69.463
98133,827.647,110.437
98134,489.647,74.537
98135,515.983,22.318
98136,191.254,58.271
98137,456.568,105.096
98138,830.571,84.399
98139,961.188,142.522
98140,522.58,127.737
98141,798.383,188.237
98142,282.143,49.914
98143,403.376,142.013
98144,734.377,339.766
98145,761.064,37.621
98146,901.034,133.538
98147,843.661,83.027
98148,1356.537,84.025
98149,1137.25,171.456
98150,906.622,91.743
98151,947.761,134.958
98152,595.537,83.696
98153,1529.069,87.126
98154,818.161,51.027
98155,1145.011,37.523
98156,275.878,149.967
98157,530.629,97.664
98158,285.039,16.33
98159,667.774,36.782
98160,549.79,105.525
98161,684.424,86.014
98162,499.734,25.06
98163,925.902,73.626
98164,505.471,298.85
98165,397.042,74.671
98166,163.757,269.775
98167,551.173,143.219
98168,287.38,202.181
98169,1058.86,21.497
98170,821.807,80.522
98171,1023.142,39.13
98172,1222.639,54.743
98173,758.822,77.221
98174,1360.294,32.361
98175,822.903,47.719
98176,823.794,72.705
98177,1565.59,45.827
98178,934.437,76.022
98179,981.185,21.318
98180,426.099,143.661
98181,1316.271,0.0
98182,429.138,45.134
98183,439.118,41.759
98184,470.678,31.723
98185,952.883,139.892
98186,478.05,87.255
98187,399.914,57.34
98188,490.116,121.081
98189,703.499,84.669
98190,589.131,135.363
98191,273.398,84.909
98192,469.253,55.948
98193,766.534,84.452
98194,735.656,74.264
98195,459.826,69.213
98196,346.464,84.977
98197,632.04,114.578
98198,801.337,72.104
98199,928.896,36.228
98200,952.158,106.272
98201,985.681,61.652
98202,817.607,107.434
98203,577.759,54.291
98204,469.072,95.498
98205,721.874,67.321
98206,735.335,90.816
98207,342.613,42.782
98208,594.257,47.773
98209,781.064,52.815
98210,554.713,78.924
98211,401.817,78.407
98212,318.677,109.935
98213,838.931,50.298
98214,798.79,212.987
98215,526.364,163.455
98216,942.617,127.262
98217,996.016,60.153
98218,514.501,99.634
98219,1129.608,56.762
98220,605.061,105.789
98221,818.763,151.018
98222,1042.823,10.118
98223,501.969,132.426
98224,919.91,119.711
98225,1049.545,57.905
98226,1025.109,171.747
98227,977.493,59.029
98228,1067.483,105.391
98229,627.646,61.652
98230,524.028,47.845
98231,547.344,31.25
98232,737.309,56.169
98233,493.087,48.45
98234,498.224,77.956
98235,412.007,62.84
98236,561.013,88.225
98237,522.205,174.327
98238,603.745,27.06
98239,625.111,192.853
98240,318.789,78.736
98241,628.555,76.759
98242,654.853,52.311
98243,1108.012,112.773
98244,580.207,72.232
98245,358.496,61.835
98246,942.94,38.835
98247,507.207,44.752
98248,497.864,37.918
98249,742.543,34.319
98250,829.792,113.945
98251,573.696,58.31
98252,885.881,44.002
98253,656.871,9.18
98254,824.298,96.965
98255,947.213,87.12
98256,472.812,40.637
98257,371.799,50.131
98258,610.613,123.116
98259,719.042,57.412
98260,486.882,161.273
98261,744.716,35.645
98262,958.428,155.709
98263,736.35,108.703
98264,649.63,79.905
98265,877.377,77.591
98266,1003.667,95.299
98267,1019.45,51.176
98268,1212.629,133.005
98269,900.68,114.337
98270,962.948,82.566
98271,926.487,44.086
98272,868.038,87.863
98273,466.865,81.191
98274,624.764,87.31
98275,360.598,107.537
98276,515.294,175.176
98277,635.323,88.585
98278,466.268,29.464
98279,735.599,74.35
98280,454.817,58.734
98281,283.271,88.429
98282,694.586,87.566
98283,722.933,131.618
98284,355.232,193.246
98285,498.388,235.369
98286,744.629,140.887
98287,576.807,286.322
98288,440.801,197.006
98289,1055.882,62.687
98290,676.87,108.186
98291,1251.285,116.798
98292,1022.683,62.298
98293,707.225,33.345
98294,1106.706,66.712
98295,542.075,52.873
98296,1166.033,56.125
98297,1356.711,49.148
98298,974.258,91.74
98299,663.73,159.201
98300,1264.598,110.624
98301,581.589,33.832
98302,603.02,121.739
98303,400.812,100.172
98304,685.412,43.84
98305,342.078,49.484
98306,638.556,99.756
98307,599.471,98.875
98308,213.448,127.105
98309,606.824,168.544
98310,598.234,175.483
98311,728.683,91.274
98312,576.733,140.561
98313,882.278,43.993
98314,678.011,103.298
98315,740.432,116.051
98316,861.265,75.304
98317,732.416,141.871
98318,655.54,13.54
98319,634.596,60.577
98320,729.193,76.812
98321,1106.174,61.388
98322,583.61,111.07
98323,585.609,102.876
98324,1003.63,121.29
98325,1156.675,57.731
98326,391.389,44.375
98327,840.411,77.945
98328,575.121,186.239
98329,539.865,16.488
98330,675.996,30.909
98331,394.937,132.164
98332,431.229,222.97
98333,795.923,178.354
98334,984.555,78.339
98335,539.087,130.027
98336,337.569,74.765
98337,833.175,67.232
98338,1021.196,126.673
98339,1015.238,159.466
98340,883.826,108.791
98341,999.339,92.215
98342,967.548,71.549
98343,617.912,108.868
98344,694.4,66.16
98345,1045.987,57.31
98346,706.07,24.323
98347,867.667,148.905
98348,997.153,56.617
98349,363.295,37.395
98350,371.105,27.079
98351,483.852,51.516
98352,711.664,92.26
98353,426.244,20.203
98354,313.134,83.949
98355,769.72,55.783
98356,533.69,140.025
98357,575.623,235.135
98358,655.647,69.494
98359,280.197,253.594
98360,1029.646,147.075
98361,907.702,104.376
98362,835.794,90.579
98363,638.063,75.092
98364,26.29,106.037
98365,1142.829,100.995
98366,877.464,17.167
98367,743.79,66.272
98368,662.872,69.567
98369,695.932,29.462
98370,973.461,113.279
98371,908.437,125.344
98372,338.283,77.306
98373,398.792,78.935
98374,569.821,19.088
98375,732.726,105.989
98376,442.511,73.345
98377,545.635,39.323
98378,318.474,126.879
98379,171.091,107.074
98380,485.896,313.485
98381,577.2,350.794
98382,494.136,235.109
98383,764.38,76.088
98384,587.234,120.425
98385,702.885,0.0
98386,689.396,59.93
98387,718.273,76.825
98388,329.69,88.537
98389,740.825,110.641
98390,794.887,41.992
98391,1206.083,46.204
98392,576.861,51.015
98393,619.416,50.233
98394,1014.239,94.958
98395,747.506,84.591
98396,475.789,122.664
98397,632.884,83.235
98398,389.746,25.432
98399,770.186,70.634
98400,908.311,37.709
98401,394.012,35.721
98402,902.845,27.356
98403,474.212,137.939
98404,568.686,102.272
98405,699.505,299.696
98406,664.29,214.718
98407,533.45,103.113
98408,313.295,135.39
98409,789.439,56.255
98410,591.151,82.734
98411,741.177,155.307
98412,859.167,65.221
98413,869.413,26.078
98414,975.05,60.652
98415,624.091,119.96
98416,918.034,25.651
98417,982.692,148.271
98418,712.261,118.218
98419,891.063,77.031
98420,659.624,122.231
98421,349.433,105.216
98422,579.654,91.241
98423,514.014,78.971
98424,459.217,102.845
98425,820.306,82.075
98426,216.891,42.842
98427,520.597,116.549
98428,664.773,278.001
98429,716.218,59.785
98430,521.457,161.208
98431,753.276,96.38
98432,358.09,186.283
98433,626.967,24.464
98434,773.769,158.168
98435,1168.165,101.644
98436,702.721,98.761
98437,710.302,112.402
98438,619.844,64.926
98439,358.449,126.125
98440,1080.124,41.331
98441,1361.505,33.682
98442,739.777,103.523
98443,401.914,25.04
98444,945.36,79.826
98445,545.88,95.94
98446,470.385,125.414
98447,389.957,45.068
98448,940.49,18.758
98449,319.182,31.025
98450,483.994,147.388
98451,487.661,94.821
98452,525.879,212.038
98453,306.41,216.466
98454,412.262,15.797
98455,384.945,40.762
98456,699.397,117.252
98457,556.307,58.575
98458,1084.38,129.236
98459,694.471,69.028
98460,1115.114,81.707
98461,634.149,158.543
98462,745.188,49.358
98463,613.004,105.072
98464,885.784,100.122
98465,1300.606,28.755
98466,918.838,61.955
98467,1215.46,69.482
98468,317.762,78.365
98469,501.622,87.151
98470,378.159,82.033
98471,862.051,74.662
98472,427.636,294.374
98473,554.422,151.674
98474,521.725,127.087
98475,636.256,60.377
98476,412.454,284.497
98477,677.712,221.571
98478,465.841,83.633
98479,377.344,70.304
98480,482.868,47.576
98481,751.523,165.213
98482,302.27,50.966
98483,706.458,103.491
98484,510.978,35.894
98485,601.03,27.435
98486,672.873,63.909
98487,605.81,44.103
98488,810.506,82.092
98489,863.596,51.246
98490,717.054,45.207
98491,690.605,56.89
98492,740.116,101.281
98493,606.585,107.581
98494,954.403,119.1
98495,501.993,32.603
98496,523.905,18.709
98497,486.401,42.355
98498,439.021,32.056
98499,565.552,136.172
98500,272.298,258.476
98501,594.124,132.608
98502,648.252,160.996
98503,412.996,82.669
98504,611.133,155.976
98505,920.947,44.982
98506,740.325,132.267
98507,981.929,104.427
98508,952.311,67.938
98509,494.618,50.661
98510,698.666,128.847
98511,1120.655,42.21
98512,1078.856,169.273
98513,1637.017,64.97
98514,603.097,80.704
98515,621.826,39.426
98516,588.868,141.497
98517,403.812,0.0
98518,919.525,100.26
98519,834.842,49.041
98520,385.919,194.821
98521,508.801,146.369
98522,775.976,149.354
98523,297.159,61.914
98524,545.974,281.56
98525,608.333,89.117
98526,446.793,93.13
98527,325.371,246.008
98528,972.126,150.498
98529,754.314,165.163
98530,704.362,63.807
98531,1332.9,93.989
98532,934.997,99.14
98533,826.239,127.847
98534,1288.413,48.707
98535,416.191,78.508
98536,638.527,59.986
98537,1144.677,53.339
98538,714.337,91.115
98539,971.773,113.712
98540,658.606,233.071
98541,876.629,89.226
98542,462.434,116.551
98543,834.642,60.422
98544,294.867,37.035
98545,585.562,52.033
98546,591.277,63.783
98547,839.457,136.663
98548,669.638,166.819
98549,483.315,233.184
98550,424.294,50.468
98551,491.094,230.922
98552,408.881,237.671
98553,820.814,28.939
98554,845.092,81.491
98555,763.633,101.964
98556,543.162,60.002
98557,622.693,83.469
98558,702.036,64.18
98559,1277.698,29.915
98560,651.687,41.335
98561,1171.402,18.478
98562,1337.0,69.969
98563,346.197,273.474
98564,958.373,53.616
98565,312.317,0.0
98566,397.889,65.506
98567,851.693,29.666
98568,659.068,67.77
98569,408.483,123.744
98570,607.497,129.942
98571,809.086,76.529
98572,452.639,182.417
98573,958.713,164.46
98574,798.022,232.636
98575,896.112,113.842
98576,702.984,163.585
98577,712.11,279.746
98578,711.863,65.059
98579,863.574,66.957
98580,522.08,149.475
98581,661.047,90.193
98582,987.552,55.254
98583,593.431,108.771
98584,858.516,57.066
98585,670.903,40.634
98586,578.192,96.909
98587,345.011,67.255
98588,1043.817,41.727
98589,732.441,50.155
98590,942.734,46.21
98591,618.338,45.389
98592,333.325,107.123
98593,619.083,107.05
98594,613.975,20.102
98595,232.453,54.876
98596,369.43,207.494
98597,535.338,112.411
98598,719.261,150.144
98599,275.94,266.655
98600,728.13,69.953
98601,704.035,129.039
98602,695.102,113.227
98603,1024.459,26.659
98604,1136.732,58.518
98605,1190.824,63.591
98606,923.606,81.561
98607,973.702,144.695
98608,760.567,52.153
98609,795.705,16.732
98610,709.167,148.085
98611,731.896,119.241
98612,446.901,113.363
98613,680.506,72.744
98614,572.405,58.338
98615,604.416,32.373
98616,690.123,63.441
98617,446.828,64.666
98618,306.056,35.736
98619,996.819,86.218
98620,478.682,90.174
98621,222.09,146.695
98622,788.126,92.853
98623,547.899,276.9
98624,445.418,115.155
98625,473.126,22.327
98626,806.003,173.499
98627,57.894,54.567
98628,925.578,35.518
98629,466.595,44.023
98630,970.46,227.883
98631,888.099,67.366
98632,988.579,65.245
98633,613.21,49.552
98634,844.369,48.812
98635,583.505,47.542
98636,822.623,101.419
98637,567.729,91.961
98638,475.857,86.571
98639,670.523,49.118
98640,167.422,35.799
98641,594.766,13.231
98642,744.573,161.238
98643,940.921,133.444
98644,662.935,64.114
98645,347.892,193.25
98646,767.833,325.79
98647,589.752,88.688
98648,403.615,139.99
98649,801.249,153.705
98650,670.972,115.02
98651,989.622,127.285
98652,1178.709,89.278
98653,1133.576,73.243
98654,558.894,47.977
98655,547.51,84.501
98656,896.701,50.157
98657,1032.422,48.031
98658,754.609,61.291
98659,958.951,103.707
98660,729.331,21.406
98661,950.483,74.328
98662,519.644,77.359
98663,785.362,69.244
98664,570.322,94.817
98665,385.025,126.103
98666,763.899,183.03
98667,770.344,37.081
98668,280.881,113.938
98669,550.066,93.443
98670,609.039,100.194
98671,773.861,148.91
98672,752.505,183.797
98673,955.846,58.068
98674,626.941,162.625
98675,1143.892,114.065
98676,649.267,81.384
98677,533.536,96.272
98678,1058.546,42.093
98679,884.917,70.98
98680,1352.79,45.872
98681,1342.34,29.681
98682,421.425,129.216
98683,1081.192,49.411
98684,776.075,77.137
98685,370.035,165.969
98686,740.603,100.791
98687,169.171,40.052
98688,857.053,42.363
98689,635.95,61.64
98690,436.129,97.781
98691,913.875,70.029
98692,429.132,93.011
98693,560.741,79.492
98694,160.022,263.794
98695,479.113,92.583
98696,230.907,215.438
98697,795.086,92.663
98698,456.368,185.702
98699,1034.11,89.458
98700,1121.082,91.96
98701,905.885,167.649
98702,1108.796,43.594
98703,1071.755,45.084
98704,914.087,46.077
98705,622.185,116.726
98706,980.25,84.241
98707,982.91,80.265
98708,778.496,138.262
98709,494.912,238.147
98710,713.597,67.661
98711,672.033,46.405
98712,356.365,54.841
98713,537.215,69.803
98714,642.56,58.166
98715,720.223,89.086
98716,911.924,173.902
98717,713.651,233.735
98718,194.538,248.702
98719,357.931,186.34
98720,488.559,183.184
98721,878.239,96.583
98722,1017.327,124.531
98723,863.599,53.191
98724,1177.177,43.686
98725,642.559,125.03
98726,731.851,49.818
98727,1048.552,67.966
98728,1166.238,74.215
98729,891.424,76.283
98730,647.809,113.213
98731,404.24,54.926
98732,932.846,116.489
98733,577.838,10.725
98734,271.554,55.72
98735,218.98,77.734
98736,669.559,70.781
98737,453.977,50.846
98738,287.413,161.719
98739,737.337,59.827
98740,514.882,265.858
98741,576.673,141.875
98742,997.256,246.737
98743,1140.988,36.453
98744,285.402,84.943
98745,700.469,451.296
98746,660.221,136.178
98747,857.835,107.08
98748,744.282,46.662
98749,614.938,17.675
98750,886.201,61.228
98751,569.28,50.045
98752,651.629,66.154
98753,1329.54,91.824
98754,896.801,177.696
98755,428.593,110.143
98756,945.663,99.448
98757,682.158,77.078
98758,335.353,141.577
98759,413.832,53.662
98760,813.408,141.365
98761,676.4,18.27
98762,657.196,76.206
98763,376.837,38.876
98764,420.577,155.721
98765,712.878,105.717
98766,806.617,182.54
98767,481.395,68.673
98768,229.366,105.755
98769,722.699,294.018
98770,1275.722,90.538
98771,886.08,12.542
98772,1141.678,90.274
98773,502.773,79.765
98774,1058.653,55.34
98775,552.926,45.538
98776,911.011,119.921
98777,1184.19,62.046
98778,400.626,67.531
98779,770.029,59.852
98780,929.884,90.165
98781,540.496,97.951
98782,270.595,69.009
98783,568.723,20.284
98784,724.801,35.325
98785,744.77,118.171
98786,757.241,76.149
98787,398.671,79.897
98788,710.144,115.626
98789,517.816,223.026
98790,731.963,51.974
98791,609.73,148.618
98792,413.121,65.278
98793,696.732,290.803
98794,937.151,133.392
98795,1249.048,38.519
98796,502.244,78.047
98797,1058.393,77.17
98798,685.592,74.939
98799,518.841,41.639
98800,1308.67,139.27
98801,1138.335,86.364
98802,596.466,141.469
98803,734.833,72.162
98804,945.906,75.927
98805,811.917,125.644
98806,333.513,49.946
98807,490.82,88.244
98808,423.069,43.615
98809,408.531,106.372
98810,740.92,42.297
98811,714.384,180.758
98812,421.839,124.741
98813,548.267,104.327
98814,569.059,138.923
98815,481.504,240.412
98816,533.898,160.342
98817,590.855,40.388
98818,427.051,58.439
98819,823.406,35.093
98820,958.457,84.289
98821,294.094,84.593
98822,1236.082,71.322
98823,1192.422,94.699
98824,1312.392,35.384
98825,1090.024,53.601
98826,880.022,122.383
98827,771.356,41.623
98828,576.022,79.217
98829,414.345,40.219
98830,426.467,50.677
98831,634.935,43.538
98832,683.116,362.836
98833,569.877,53.081
98834,544.031,143.169
98835,1030.02,81.744
98836,434.885,76.523
98837,676.012,90.572
98838,233.908,140.702
98839,613.376,31.917
98840,651.069,141.725
98841,899.297,115.062
98842,506.975,68.982
98843,1236.138,69.432
98844,585.695,138.43
98845,1043.556,82.3
98846,670.355,78.627
98847,865.731,60.733
98848,1039.047,123.456
98849,432.976,33.491
98850,786.978,134.428
98851,835.277,198.968
98852,573.788,75.251
98853,688.791,94.825
98854,533.649,73.376
98855,441.777,35.968
98856,376.791,68.0
98857,654.134,14.63
98858,670.084,84.076
98859,662.972,153.365
98860,135.968,157.269
98861,584.132,136.149
98862,548.394,147.706
98863,364.045,72.881
98864,661.187,140.512
98865,856.412,842.225
98866,750.98,126.583
98867,1161.818,60.421
98868,484.317,106.956
98869,897.282,66.897
98870,789.42,49.587
98871,726.646,38.9
98872,793.524,143.951
98873,1067.28,121.431
98874,987.149,111.702
98875,670.703,87.108
98876,716.512,231.453
98877,667.174,0.0
98878,412.75,62.522
98879,710.177,36.551
98880,566.212,72.124
98881,814.725,126.297
98882,661.581,67.348
98883,909.934,156.783
98884,506.548,180.198
98885,753.612,200.505
98886,379.816,129.832
98887,376.273,144.222
98888,937.215,183.261
98889,992.698,77.851
98890,616.364,72.37
98891,927.777,40.344
98892,1422.792,98.966
98893,789.621,86.125
98894,620.046,97.959
98895,937.631,73.429
98896,817.605,43.324
98897,890.941,49.065
98898,820.532,185.673
98899,784.202,178.913
98900,655.685,101.646
98901,726.776,103.702
98902,852.867,68.591
98903,715.744,62.045
98904,815.218,74.406
98905,462.984,91.407
98906,725.765,66.668
98907,481.461,36.952
98908,441.428,90.605
98909,910.418,149.312
98910,583.377,27.806
98911,344.119,201.957
98912,708.886,194.011
98913,900.932,68.106
98914,875.039,116.823
98915,287.611,54.681
98916,637.699,48.272
98917,1057.579,105.91
98918,913.077,43.967
98919,876.204,74.024
98920,854.462,107.601
98921,913.565,75.992
98922,1018.833,58.967
98923,448.393,187.221
98924,589.709,69.369
98925,459.703,58.526
98926,847.445,110.999
98927,368.938,27.466
98928,749.432,26.467
98929,760.519,42.069
98930,301.005,26.285
98931,986.652,163.672
98932,446.132,319.709
98933,501.531,304.583
98934,574.252,137.95
98935,332.468,44.345
98936,257.601,103.125
98937,715.917,143.309
98938,741.128,82.124
98939,910.486,100.735
98940,1379.405,63.236
98941,947.264,55.75
98942,926.944,83.911
98943,1585.841,70.413
98944,1112.44,90.089
98945,972.426,28.493
98946,690.529,106.473
98947,723.476,108.886
98948,667.312,158.886
98949,561.175,18.001
98950,421.781,51.322
98951,426.481,31.908
98952,832.59,77.064
98953,457.364,77.626
98954,631.392,57.319
98955,737.749,63.435
98956,567.789,123.636
98957,844.553,131.362
98958,387.066,231.068
98959,726.891,251.795
98960,551.098,195.781
98961,692.519,115.39
98962,882.988,112.142
98963,738.37,18.237
98964,805.636,62.81
98965,698.609,74.639
98966,728.791,53.092
98967,895.168,75.428
98968,418.815,70.201
98969,852.861,87.702
98970,807.852,36.565
98971,602.348,154.289
98972,626.734,121.728
98973,1026.718,361.741
98974,422.219,75.99
98975,661.663,78.687
98976,393.597,80.89
98977,622.853,32.732
98978,396.479,55.092
98979,554.823,67.441
98980,144.239,201.223
98981,895.501,82.204
98982,659.25,207.013
98983,538.543,72.265
98984,363.479,116.344
98985,398.318,92.478
98986,1003.237,54.159
98987,1449.219,30.112
98988,956.789,50.431
98989,565.734,80.124
98990,1091.66,66.455
98991,520.893,118.933
98992,1352.428,91.516
98993,1245.586,73.814
98994,740.304,153.834
98995,1053.752,91.023
98996,796.405,69.731
98997,840.993,89.844
98998,541.515,132.464
98999,333.624,36.245
99000,734.402,46.705
99001,490.609,30.281
99002,283.541,120.838
99003,771.182,168.203
99004,268.501,82.593
99005,797.981,203.19
99006,729.787,148.258
99007,535.701,55.485
99008,447.112,86.766
99009,893.251,62.813
99010,449.32,108.992
99011,946.053,94.322
99012,442.03,37.068
99013,655.191,99.207
99014,877.766,78.15
99015,998.109,171.183
99016,991.398,117.403
99017,932.705,118.178
99018,756.182,79.368
99019,452.75,135.416
99020,1037.84,48.692
99021,491.656,82.577
99022,283.65,41.237
99023,771.528,32.419
99024,784.213,107.307
99025,664.133,74.899
99026,769.776,130.809
99027,689.935,88.732
99028,591.888,142.631
99029,990.755,139.755
99030,768.579,48.666
99031,594.339,78.656
99032,338.993,85.243
99033,902.712,77.223
99034,862.628,86.726
99035,771.876,65.973
99036,943.034,99.163
99037,813.683,6.44
99038,766.326,55.707
99039,741.134,87.534
99040,758.204,124.466
99041,1156.252,76.598
99042,526.008,161.253
99043,584.784,32.855
99044,838.546,55.388
99045,565.92,113.696
99046,722.249,136.697
99047,661.731,89.339
99048,468.305,70.635
99049,544.83,121.578
99050,724.285,145.267
99051,761.808,114.472
99052,498.74,46.302
99053,690.694,68.103
99054,588.151,173.321
99055,490.305,226.292
99056,277.395,113.069
99057,634.838,82.341
99058,669.161,148.612
99059,155.741,98.584
99060,929.732,82.884
99061,760.054,85.647
99062,800.159,45.872
99063,864.323,65.532
99064,409.275,59.762
99065,819.167,75.704
99066,804.058,110.901
99067,841.864,187.906
99068,680.557,124.653
99069,561.005,0.0
99070,273.029,91.115
99071,756.232,50.357
99072,464.262,58.233
99073,474.282,58.829
99074,640.155,56.405
99075,755.099,76.292
99076,724.473,102.433
99077,436.93,100.852
99078,585.141,296.678
99079,712.61,226.021
99080,455.976,179.022
99081,660.398,0.0
99082,832.438,99.491
99083,1136.573,34.835
99084,495.872,63.137
99085,439.132,142.348
99086,595.554,55.988
99087,822.035,183.426
99088,629.836,94.344
99089,1280.972,7.752
99090,933.924,50.68
99091,1049.813,55.84
99092,615.865,47.796
99093,572.042,36.884
99094,246.54,125.54
99095,436.534,52.129
99096,874.183,77.294
99097,516.887,55.641
99098,656.758,42.68
99099,499.919,174.111
99100,471.483,163.331
99101,490.755,124.939
99102,194.013,144.927
99103,409.354,32.765
99104,667.034,89.925
99105,724.041,72.186
99106,705.325,118.386
99107,429.713,56.755
99108,584.327,67.838
99109,616.256,66.613
99110,868.254,51.309
99111,951.245,58.445
99112,723.853,79.754
99113,1276.936,42.24
99114,754.107,48.213
99115,833.164,138.965
99116,700.768,106.092
99117,612.668,83.951
99118,540.789,53.845
99119,751.441,106.078
99120,436.199,22.585
99121,343.708,25.505
99122,881.307,24.03
99123,821.947,158.884
99124,433.143,211.402
99125,524.376,190.535
99126,565.057,201.974
99127,561.059,180.119
99128,1069.676,55.637
99129,631.267,85.906
99130,641.877,53.11
99131,666.366,76.885
99132,668.416,79.519
99133,1366.225,194.59
99134,385.326,26.366
99135,1501.261,120.91
99136,669.616,28.656
99137,937.801,52.798
99138,505.679,86.09
99139,669.911,57.919
99140,369.374,63.202
99141,793.294,100.041
99142,714.572,59.918
99143,458.783,51.74
99144,302.751,201.915
99145,440.057,80.878
99146,793.322,25.48
99147,480.484,99.183
99148,0.0,198.659
99149,466.012,123.036
99150,643.589,64.315
99151,457.257,212.502
99152,1267.207,157.378
99153,1070.83,71.587
99154,474.843,120.538
99155,885.016,140.968
99156,791.172,74.421
99157,679.867,128.345
99158,668.289,151.492
99159,1094.138,100.348
99160,771.958,139.658
99161,1393.029,88.659
99162,689.6,89.935
99163,1038.94,164.909
99164,652.462,69.061
99165,644.113,0.0
99166,902.784,108.364
99167,626.328,20.36
99168,692.181,90.899
99169,378.065,73.761
99170,759.269,107.372
99171,745.118,126.942
99172,2900.0,67.335
99173,836.095,151.725
