,Electricity (kWh),Heating (kWh)
28928,412.125,523.256
28929,337.162,321.83
28930,856.489,293.421
28931,724.088,144.277
28932,817.356,244.86
28933,781.487,272.826
28934,357.445,119.205
28935,902.349,222.683
28936,697.196,243.995
28937,987.558,418.846
28938,943.293,329.774
28939,595.386,242.436
28940,373.747,353.423
28941,511.386,267.508
28942,748.0,233.917
28943,1191.745,141.874
28944,379.97,166.514
28945,653.735,162.433
28946,310.924,100.118
28947,401.386,264.55
28948,397.027,176.537
28949,769.267,316.134
28950,562.783,510.973
28951,385.215,374.823
28952,445.433,631.413
28953,1481.1,343.659
28954,624.633,309.671
28955,612.87,289.813
28956,498.708,254.039
28957,641.025,0.0
28958,1286.117,298.961
28959,474.076,178.982
28960,363.211,413.413
28961,2016.169,260.49
28962,874.028,227.349
28963,521.916,230.025
28964,697.314,400.274
28965,0.0,222.53
28966,722.806,118.803
28967,240.835,129.502
28968,454.749,188.735
28969,642.831,204.881
28970,917.905,122.711
28971,438.624,163.841
28972,539.958,309.915
28973,384.635,190.593
28974,0.441,435.198
28975,355.207,267.338
28976,593.13,235.49
28977,338.814,361.506
28978,526.473,255.606
28979,398.065,304.249
28980,541.73,96.517
28981,517.468,255.418
28982,660.358,232.457
28983,534.526,175.151
28984,772.207,218.448
28985,969.419,229.11
28986,283.486,259.17
28987,1058.561,235.262
28988,586.841,310.209
28989,0.0,304.377
28990,678.611,300.02
28991,424.36,168.981
28992,745.668,160.88
28993,562.772,182.749
28994,580.867,221.72
28995,646.636,13.202
28996,441.962,349.026
28997,341.859,260.206
28998,414.544,594.159
28999,742.211,154.092
29000,580.983,405.9
29001,617.057,517.879
29002,619.78,285.811
29003,372.835,298.004
29004,659.024,352.971
29005,663.934,242.057
29006,355.642,345.311
29007,490.51,280.222
29008,753.931,459.536
29009,666.327,249.519
29010,939.641,322.372
29011,397.62,255.371
29012,1004.987,201.922
29013,273.543,273.36
29014,662.592,162.294
29015,815.733,136.521
29016,261.823,164.971
29017,671.487,137.83
29018,374.569,189.746
29019,286.452,183.573
29020,478.253,307.732
29021,276.409,262.076
29022,1025.853,524.959
29023,515.684,299.605
29024,394.023,516.369
29025,641.261,393.99
29026,622.027,194.569
29027,505.642,428.415
29028,823.263,133.919
29029,620.984,0.0
29030,502.142,143.742
29031,694.929,212.106
29032,507.762,192.835
29033,961.786,362.859
29034,1420.738,254.951
29035,838.546,192.058
29036,314.739,360.095
29037,393.617,234.356
29038,600.02,196.473
29039,591.207,70.789
29040,429.775,163.739
29041,263.742,273.035
29042,559.45,205.384
29043,415.88,140.222
29044,500.668,138.444
29045,258.45,368.922
29046,594.965,291.727
29047,212.187,303.743
29048,474.683,626.374
29049,109.387,343.771
29050,712.484,319.184
29051,617.62,190.986
29052,644.706,363.069
29053,488.011,270.562
29054,666.458,238.98
29055,541.543,261.139
29056,528.83,194.697
29057,404.005,269.861
29058,588.808,184.244
29059,253.625,341.877
29060,519.66,193.797
29061,454.065,235.053
29062,358.41,272.755
29063,620.95,180.229
29064,507.044,170.229
29065,778.936,271.351
29066,0.0,87.463
29067,672.691,193.326
29068,462.42,132.562
29069,600.302,302.421
29070,671.105,347.057
29071,470.205,366.332
29072,492.175,128.131
29073,589.092,492.572
29074,408.556,318.748
29075,1141.781,244.077
29076,434.49,331.745
29077,505.607,228.791
29078,673.25,252.079
29079,481.028,334.19
29080,591.469,272.55
29081,851.497,307.985
29082,307.78,225.143
29083,814.744,322.374
29084,323.223,319.176
29085,1688.198,375.06
29086,774.669,358.222
29087,638.309,96.653
29088,609.746,154.983
29089,380.714,226.188
29090,463.77,164.789
29091,703.066,144.635
29092,541.167,199.4
29093,342.345,427.742
29094,511.606,564.145
29095,410.071,333.171
29096,422.393,479.131
29097,594.258,299.946
29098,800.665,263.207
29099,727.135,205.632
29100,601.847,228.103
29101,443.092,16.171
29102,531.2,237.528
29103,1080.332,213.272
29104,1110.835,341.429
29105,542.208,217.803
29106,345.723,274.147
29107,298.776,213.68
29108,1103.217,218.276
29109,357.433,337.405
29110,929.648,296.457
29111,917.725,205.32
29112,907.082,77.743
29113,293.336,230.045
29114,452.97,241.342
29115,551.464,314.645
29116,623.889,223.359
29117,410.022,280.761
29118,567.288,408.321
29119,629.993,388.755
29120,295.463,263.44
29121,544.719,270.126
29122,731.623,349.145
29123,369.12,229.762
29124,327.009,267.458
29125,819.466,311.735
29126,834.1,218.164
29127,257.364,300.085
29128,722.494,240.234
29129,1164.142,258.081
29130,798.725,309.163
29131,264.759,205.352
29132,883.994,310.716
29133,541.488,390.057
29134,693.692,369.508
29135,342.767,193.281
29136,388.843,311.335
29137,694.5,167.629
29138,513.93,184.981
29139,385.672,202.538
29140,971.98,265.089
29141,767.701,218.545
29142,460.906,352.853
29143,561.343,379.947
29144,669.949,333.186
29145,585.204,451.543
29146,1238.535,256.96
29147,649.574,242.31
29148,1710.672,359.672
29149,669.616,283.888
29150,1404.2,368.493
29151,699.732,273.525
29152,513.62,170.977
29153,613.961,228.24
29154,451.822,278.329
29155,232.878,315.389
29156,344.556,207.394
29157,519.638,450.955
29158,596.897,100.218
29159,409.131,150.193
29160,847.181,241.939
29161,460.037,174.817
29162,426.783,238.169
29163,196.883,92.137
29164,561.963,199.165
29165,165.033,282.002
29166,0.0,401.917
29167,429.412,385.041
29168,382.423,263.778
29169,193.896,242.997
29170,668.399,358.01
29171,398.513,256.943
29172,605.0,277.047
29173,478.375,365.82
29174,601.958,200.799
29175,600.67,279.065
29176,587.181,0.0
29177,697.212,345.478
29178,383.612,279.986
29179,370.191,175.052
29180,450.272,260.71
29181,326.587,340.813
29182,579.172,292.635
29183,425.747,234.384
29184,552.385,186.334
29185,564.065,186.147
29186,546.791,160.113
29187,398.815,247.019
29188,517.478,175.217
29189,445.981,383.557
29190,0.0,527.553
29191,557.676,328.023
29192,538.474,245.15
29193,605.274,266.238
29194,626.809,209.764
29195,432.63,205.663
29196,754.717,151.739
29197,406.052,206.9
29198,366.868,152.763
29199,777.217,240.507
29200,436.751,212.947
29201,609.676,275.235
29202,643.205,267.479
29203,897.711,281.806
29204,284.685,166.405
29205,410.229,377.655
29206,788.389,254.555
29207,583.124,200.37
29208,405.874,108.657
29209,626.831,280.275
29210,474.846,121.195
29211,90.805,155.137
29212,476.128,300.11
29213,316.719,297.986
29214,662.604,234.834
29215,538.222,384.462
29216,517.779,595.401
29217,543.152,279.919
29218,697.073,278.43
29219,669.592,273.638
29220,768.044,383.416
29221,432.785,237.727
29222,310.634,211.862
29223,448.371,268.16
29224,480.009,276.881
29225,654.217,238.049
29226,863.513,272.876
29227,976.45,290.289
29228,482.67,229.447
29229,693.61,236.753
29230,445.605,219.394
29231,0.0,122.33
29232,683.686,243.174
29233,307.912,156.388
29234,533.162,284.447
29235,648.269,135.962
29236,1373.797,558.577
29237,414.569,390.09
29238,631.71,321.814
29239,456.408,399.669
29240,567.976,306.748
29241,499.324,193.073
29242,665.615,336.762
29243,483.912,298.08
29244,793.787,160.771
29245,843.064,91.74
29246,383.656,214.683
29247,490.243,269.566
29248,602.331,189.793
29249,372.11,272.818
29250,638.171,273.129
29251,702.838,313.677
29252,402.729,260.191
29253,346.055,395.036
29254,757.372,218.091
29255,408.574,140.293
29256,674.056,353.774
29257,258.201,210.685
29258,798.069,102.432
29259,166.472,251.723
29260,396.761,209.147
29261,510.846,391.357
29262,540.91,569.966
29263,522.26,318.04
29264,550.332,396.137
29265,596.402,249.936
29266,777.188,274.722
29267,457.453,237.998
29268,585.307,200.491
29269,326.357,254.77
29270,526.283,242.981
29271,856.194,236.416
29272,566.989,232.945
29273,1170.116,320.652
29274,299.885,228.264
29275,552.008,241.206
29276,576.568,507.079
29277,443.887,391.712
29278,850.818,234.088
29279,495.837,219.106
29280,418.24,200.465
29281,406.207,243.29
29282,528.845,152.587
29283,373.392,136.69
29284,466.095,198.194
29285,806.968,282.528
29286,0.0,328.984
29287,464.844,429.831
29288,685.955,326.194
29289,611.956,312.994
29290,324.093,451.325
29291,616.037,273.441
29292,374.892,272.009
29293,622.979,270.897
29294,411.097,212.64
29295,957.844,315.954
29296,696.305,163.153
29297,1310.675,301.852
29298,929.799,337.887
29299,373.617,246.95
29300,693.753,299.262
29301,563.603,204.319
29302,396.723,277.78
29303,485.117,137.427
29304,820.357,180.044
29305,244.465,242.364
29306,394.998,286.802
29307,655.896,226.167
29308,630.551,181.73
29309,779.095,396.264
29310,522.99,384.941
29311,491.033,343.046
29312,369.678,572.668
29313,0.0,261.975
29314,804.631,193.444
29315,467.465,232.658
29316,878.206,311.846
29317,1076.463,260.684
29318,329.945,424.681
29319,737.416,258.846
29320,761.584,258.178
29321,573.176,201.217
29322,318.34,296.799
29323,350.352,288.369
29324,789.638,330.395
29325,738.909,198.781
29326,610.837,332.762
29327,333.29,210.521
29328,817.842,121.61
29329,409.678,257.137
29330,578.567,140.21
29331,515.972,164.726
29332,410.081,277.078
29333,787.444,379.194
29334,654.596,498.976
29335,371.912,323.513
29336,393.956,476.482
29337,774.054,304.34
29338,1004.254,207.914
29339,542.8,159.256
29340,715.708,349.767
29341,1052.786,459.82
29342,702.701,166.446
29343,497.586,287.713
29344,600.698,266.519
29345,1043.284,288.509
29346,872.793,310.329
29347,346.666,229.297
29348,830.003,365.438
29349,688.666,170.937
29350,874.567,268.655
29351,383.436,126.33
29352,427.169,195.248
29353,690.369,167.64
29354,460.831,125.823
29355,420.014,171.576
29356,430.876,314.531
29357,447.895,253.665
29358,465.762,588.036
29359,409.169,372.625
29360,491.553,313.191
29361,442.32,357.005
29362,1050.407,244.506
29363,672.574,226.366
29364,337.535,266.747
29365,277.884,0.0
29366,895.702,171.702
29367,985.747,390.902
29368,755.498,37.596
29369,1115.88,184.318
29370,579.053,264.989
29371,781.391,194.335
29372,674.633,257.689
29373,376.046,396.402
29374,670.295,353.353
29375,366.301,128.71
29376,397.318,142.938
29377,310.704,188.248
29378,618.251,238.934
29379,421.514,180.952
29380,0.0,179.179
29381,749.749,195.421
29382,566.9,214.171
29383,646.148,423.697
29384,875.315,243.791
29385,585.798,725.467
29386,867.447,247.298
29387,429.663,239.293
29388,524.546,259.898
29389,970.389,296.252
29390,698.129,268.701
29391,461.099,168.235
29392,485.738,150.384
29393,879.172,362.201
29394,313.128,249.435
29395,633.437,194.049
29396,691.336,295.98
29397,374.75,212.082
29398,791.221,284.434
29399,523.263,102.186
29400,577.324,198.58
29401,740.584,231.24
29402,475.758,214.367
29403,622.5,117.581
29404,428.614,243.53
29405,396.423,202.592
29406,354.545,358.086
29407,461.357,283.767
29408,591.772,459.246
29409,501.275,266.249
29410,988.88,263.325
29411,650.801,416.732
29412,576.423,186.121
29413,816.885,0.0
29414,212.635,269.348
29415,540.193,149.723
29416,547.865,149.206
29417,877.347,297.201
29418,587.668,330.237
29419,584.99,279.917
29420,505.388,378.911
29421,495.365,174.108
29422,348.255,256.559
29423,0.0,299.906
29424,773.91,165.157
29425,583.004,160.181
29426,485.574,280.135
29427,531.574,187.105
29428,357.113,275.815
29429,694.669,236.827
29430,595.41,350.908
29431,449.071,57.004
29432,259.292,581.176
29433,580.44,456.668
29434,691.138,298.149
29435,661.135,223.851
29436,383.245,188.728
29437,445.081,254.74
29438,667.153,197.188
29439,449.568,205.748
29440,287.751,232.534
29441,811.002,202.008
29442,1280.419,312.744
29443,331.1,252.964
29444,585.138,298.172
29445,569.614,250.296
29446,676.485,126.225
29447,505.545,147.01
29448,464.553,187.835
29449,225.837,204.562
29450,299.919,94.973
29451,455.535,2155.497
29452,371.685,242.4
29453,431.72,281.159
29454,611.777,195.861
29455,550.48,409.681
29456,344.376,530.322
29457,428.645,302.596
29458,581.092,188.512
29459,415.927,209.098
29460,527.261,138.697
29461,761.037,207.695
29462,448.892,174.888
29463,1014.72,228.038
29464,496.822,136.973
29465,1251.747,232.897
29466,1070.786,286.763
29467,359.697,309.351
29468,858.38,228.107
29469,299.075,323.589
29470,882.071,191.839
29471,674.906,109.974
29472,587.197,146.305
29473,220.197,168.389
29474,0.0,172.236
29475,454.339,175.752
29476,454.566,318.044
29477,229.02,340.247
29478,554.145,207.01
29479,662.691,391.473
29480,311.756,193.879
29481,645.023,302.426
29482,870.527,426.625
29483,957.621,216.196
29484,515.241,166.585
29485,740.084,253.555
29486,333.383,269.789
29487,485.626,420.759
29488,526.533,234.209
29489,545.891,272.713
29490,504.455,284.371
29491,560.695,163.421
29492,628.072,372.866
29493,453.5,305.205
29494,398.422,184.817
29495,1135.997,121.722
29496,442.257,114.059
29497,256.198,213.455
29498,979.578,95.558
29499,143.888,150.407
29500,457.773,341.991
29501,206.272,332.135
29502,576.175,219.857
29503,599.209,410.647
29504,489.173,661.373
29505,465.875,320.267
29506,891.242,534.134
29507,527.012,327.424
29508,479.317,374.938
29509,355.709,184.774
29510,330.984,225.057
29511,419.829,274.302
29512,484.903,257.636
29513,1021.572,220.879
29514,1244.325,262.616
29515,780.687,298.901
29516,474.761,332.093
29517,1482.369,341.057
29518,567.874,206.428
29519,0.0,175.575
29520,750.101,119.658
29521,478.693,177.341
29522,463.929,228.554
29523,783.574,192.606
29524,392.22,118.855
29525,641.502,247.026
29526,651.417,263.925
29527,426.306,942.771
29528,204.784,317.945
29529,558.93,404.894
29530,908.31,196.929
29531,556.13,238.877
29532,728.338,225.942
29533,458.578,368.316
29534,294.082,338.307
29535,1292.028,151.691
29536,416.242,214.348
29537,545.212,286.001
29538,407.476,282.901
29539,862.422,208.99
29540,484.877,338.175
29541,567.06,339.093
29542,669.642,205.836
29543,229.27,125.384
29544,659.487,156.05
29545,498.019,220.128
29546,534.991,168.655
29547,137.662,171.247
29548,361.452,187.637
29549,692.009,305.391
29550,494.57,430.382
29551,284.503,375.215
29552,437.129,239.186
29553,911.645,359.336
29554,586.294,336.835
29555,791.412,185.634
29556,459.981,325.797
29557,809.381,396.652
29558,604.463,147.174
29559,1165.634,170.261
29560,486.713,239.816
29561,1244.82,322.343
29562,1106.383,279.592
29563,615.059,150.686
29564,325.376,228.709
29565,456.207,179.617
29566,511.869,233.15
29567,533.815,387.087
29568,524.421,157.297
29569,612.716,125.861
29570,544.944,202.849
29571,272.084,147.106
29572,1489.737,258.151
29573,755.119,219.552
29574,669.44,359.463
29575,343.538,300.305
29576,229.085,235.8
29577,2900.0,429.762
29578,853.061,370.162
29579,444.97,225.615
29580,362.318,340.083
29581,691.79,381.3
29582,383.365,265.573
29583,491.242,151.361
29584,623.794,333.024
29585,404.214,256.644
29586,670.667,300.198
29587,641.512,245.894
29588,654.376,425.392
29589,646.697,363.708
29590,805.898,201.666
29591,515.185,174.312
29592,561.748,143.965
29593,399.862,143.513
29594,763.328,198.505
29595,0.0,190.182
29596,457.971,289.869
29597,723.329,189.544
29598,683.476,523.434
29599,570.042,421.999
29600,492.891,316.464
29601,483.298,269.091
29602,663.896,226.171
29603,299.669,173.818
29604,411.829,156.258
29605,614.053,223.17
29606,783.791,314.877
29607,536.944,176.554
29608,712.063,343.156
29609,1226.449,345.108
29610,727.301,360.407
29611,538.325,324.781
29612,385.652,235.93
29613,504.24,273.812
29614,694.93,149.245
29615,442.659,79.376
29616,674.493,164.666
29617,481.419,164.432
29618,819.333,206.321
29619,402.141,148.062
29620,461.825,162.498
29621,374.824,215.1
29622,617.338,540.458
29623,392.599,386.888
29624,553.813,429.214
29625,576.88,383.642
29626,937.437,304.406
29627,584.331,350.98
29628,459.592,319.455
29629,671.05,343.53
29630,598.588,358.03
29631,388.324,188.495
29632,512.578,266.632
29633,526.993,214.404
29634,568.903,356.721
29635,555.957,206.499
29636,321.506,303.794
29637,287.461,391.068
29638,315.509,277.472
29639,477.496,218.557
29640,528.134,169.367
29641,901.837,197.642
29642,500.22,199.793
29643,156.497,163.304
29644,2029.478,359.248
29645,388.865,346.93
29646,713.865,420.679
29647,564.083,408.549
29648,380.522,324.068
29649,580.881,316.209
29650,372.403,211.422
29651,969.569,226.165
29652,775.598,221.098
29653,840.589,0.0
29654,787.365,246.24
29655,618.181,308.657
29656,880.523,230.67
29657,440.036,217.185
29658,297.574,295.413
29659,371.411,195.393
29660,648.925,321.135
29661,592.84,186.45
29662,358.836,179.975
29663,353.814,93.93
29664,577.629,176.936
29665,669.777,154.432
29666,548.305,220.058
29667,755.022,276.961
29668,459.702,224.135
29669,380.213,230.112
29670,562.23,323.805
29671,600.887,0.0
29672,621.742,121.497
29673,549.409,187.728
29674,629.55,258.548
29675,572.208,256.772
29676,457.148,171.964
29677,1032.615,228.342
29678,639.842,202.82
29679,461.03,340.007
29680,616.547,262.034
29681,555.384,282.68
29682,915.08,260.243
29683,715.972,273.501
29684,1260.15,241.35
29685,466.747,166.287
29686,785.033,299.624
29687,509.209,178.783
29688,589.903,197.988
29689,502.592,183.747
29690,0.0,258.042
29691,517.785,136.993
29692,0.0,242.589
29693,520.106,401.911
29694,1232.308,541.19
29695,608.742,1121.899
29696,614.874,295.917
29697,601.63,275.537
29698,1114.57,236.499
29699,442.696,234.565
29700,956.942,173.305
29701,528.402,264.231
29702,436.083,140.69
29703,801.924,198.565
29704,348.028,224.35
29705,920.215,320.998
29706,497.645,219.382
29707,773.158,180.682
29708,459.902,268.537
29709,671.263,199.873
29710,342.663,295.933
29711,574.057,110.257
29712,594.556,122.734
29713,643.108,191.329
29714,481.779,140.229
29715,397.307,177.515
29716,506.368,261.441
29717,565.348,280.352
29718,266.547,280.665
29719,692.22,418.903
29720,440.793,320.168
29721,546.532,220.425
29722,864.241,463.844
29723,451.031,310.99
29724,571.743,210.118
29725,334.144,310.853
29726,531.8,232.076
29727,412.852,328.54
29728,885.418,258.225
29729,529.245,211.111
29730,305.536,210.382
29731,431.796,229.829
29732,476.723,245.44
29733,373.79,242.408
29734,594.831,343.821
29735,646.924,120.084
29736,570.074,162.031
29737,446.247,211.825
29738,2574.853,122.89
29739,877.575,193.711
29740,471.502,368.589
29741,347.196,283.775
29742,686.908,470.386
29743,451.456,329.157
29744,510.143,461.214
29745,539.633,261.839
29746,1152.122,327.103
29747,557.014,230.973
29748,445.524,230.379
29749,548.076,206.139
29750,779.931,204.616
29751,591.975,272.763
29752,976.694,222.982
29753,631.985,191.592
29754,514.88,260.869
29755,252.624,140.946
29756,545.994,255.714
29757,553.777,340.07
29758,835.162,348.287
29759,502.352,157.74
29760,573.836,155.749
29761,308.601,260.95
29762,674.805,236.096
29763,437.73,213.301
29764,460.324,206.791
29765,463.54,339.553
29766,255.811,426.134
29767,440.659,529.044
29768,527.738,240.655
29769,574.916,444.762
29770,580.358,264.609
29771,815.718,287.606
29772,378.436,213.761
29773,924.123,0.0
29774,473.784,142.749
29775,589.685,248.74
29776,446.503,149.383
29777,758.195,200.453
29778,1333.193,287.726
29779,916.587,208.631
29780,408.929,250.384
29781,476.205,212.531
29782,421.672,300.236
29783,685.493,143.259
29784,659.219,207.272
29785,417.407,204.584
29786,604.442,215.024
29787,331.306,132.436
29788,510.886,224.145
29789,449.258,227.447
29790,950.937,383.404
29791,545.726,366.634
29792,498.676,700.379
29793,497.147,297.517
29794,1241.698,390.598
29795,901.978,374.0
29796,652.418,274.695
29797,292.686,621.338
29798,878.273,187.263
29799,533.427,196.705
29800,283.872,184.244
29801,864.972,307.87
29802,957.113,245.879
29803,359.891,194.724
29804,365.772,282.905
29805,630.603,352.723
29806,480.082,239.691
29807,543.597,128.351
29808,483.051,86.255
29809,570.603,221.127
29810,482.792,172.127
29811,534.012,157.258
29812,448.321,157.56
29813,351.397,265.973
29814,727.166,445.019
29815,398.19,406.518
29816,529.404,409.742
29817,402.619,370.358
29818,993.492,254.26
29819,865.317,267.034
29820,464.872,233.898
29821,460.515,189.354
29822,501.218,181.572
29823,501.108,389.146
29824,576.566,461.874
29825,373.668,302.309
29826,298.514,359.939
29827,464.392,235.047
29828,617.413,370.542
29829,292.253,411.296
29830,631.348,171.453
29831,475.7,118.8
29832,291.287,152.415
29833,374.503,178.647
29834,349.552,262.173
29835,150.309,127.441
29836,458.519,147.588
29837,834.809,345.923
29838,0.0,478.432
29839,653.879,476.234
29840,355.741,281.252
29841,824.946,400.321
29842,1287.802,288.626
29843,386.701,328.838
29844,508.847,277.731
29845,419.068,238.063
29846,247.959,499.136
29847,920.368,245.453
29848,894.33,258.649
29849,770.193,195.044
29850,849.919,257.668
29851,1033.765,262.958
29852,415.814,333.315
29853,685.274,274.591
29854,503.803,328.276
29855,350.785,148.351
29856,431.996,172.385
29857,789.817,240.231
29858,1265.274,315.444
29859,141.007,183.592
29860,454.714,237.267
29861,664.398,161.779
29862,533.856,476.965
29863,546.677,374.046
29864,539.91,303.197
29865,544.268,481.24
29866,966.612,223.372
29867,632.162,234.291
29868,342.315,183.926
29869,413.661,224.157
29870,847.001,303.119
29871,580.127,188.611
29872,739.598,162.619
29873,753.144,442.292
29874,657.904,294.666
29875,815.903,191.569
29876,440.404,163.006
29877,519.639,302.881
29878,475.313,317.523
29879,457.272,261.354
29880,229.21,106.775
29881,470.743,254.369
29882,452.102,85.463
29883,611.9,156.408
29884,501.414,310.712
29885,228.481,255.053
29886,519.9,532.73
29887,445.486,392.627
29888,413.351,366.343
29889,482.616,292.409
29890,907.59,232.624
29891,308.735,229.126
29892,746.617,291.924
29893,509.21,229.375
29894,590.013,210.778
29895,790.232,183.187
29896,761.812,321.346
29897,610.579,252.309
29898,868.793,282.072
29899,298.188,177.134
29900,488.678,425.008
29901,550.116,448.868
29902,508.009,292.625
29903,471.414,127.443
29904,234.042,336.794
29905,601.078,146.357
29906,494.419,229.964
29907,325.404,181.721
29908,0.0,232.529
29909,565.877,203.82
29910,513.365,440.006
29911,246.048,403.614
29912,562.077,310.14
29913,341.085,261.342
29914,626.275,276.956
29915,817.771,201.776
29916,1191.163,135.205
29917,552.851,0.0
29918,496.464,188.098
29919,711.575,171.59
29920,479.423,579.737
29921,459.558,175.601
29922,1257.512,294.646
29923,791.615,265.036
29924,495.346,232.791
29925,189.27,305.049
29926,588.339,296.315
29927,470.523,155.759
29928,634.938,383.29
29929,904.656,133.682
29930,118.698,134.307
29931,102.4,277.098
29932,454.323,172.002
29933,189.216,273.633
29934,984.342,295.076
29935,551.764,367.744
29936,615.333,305.861
29937,596.944,484.304
29938,852.592,233.524
29939,347.33,210.057
29940,741.813,159.436
29941,639.635,238.188
29942,546.244,229.132
29943,696.193,248.919
29944,583.501,542.29
29945,860.731,202.656
29946,574.45,299.244
29947,586.753,220.85
29948,328.213,614.731
29949,611.806,256.718
29950,614.256,175.827
29951,548.343,140.709
29952,430.514,208.3
29953,413.821,183.506
29954,186.459,74.862
29955,706.2,188.109
29956,351.378,201.098
29957,779.668,228.961
29958,491.831,285.699
29959,582.832,358.2
29960,579.115,398.26
29961,638.842,429.258
29962,360.003,160.949
29963,650.461,312.237
29964,454.858,345.438
29965,571.444,286.774
29966,310.638,351.27
29967,1422.035,403.625
29968,462.181,313.04
29969,1001.206,472.795
29970,864.045,294.624
29971,962.812,292.672
29972,359.749,308.728
29973,549.335,335.153
29974,401.705,306.717
29975,706.327,139.07
29976,402.072,156.695
29977,791.916,125.028
29978,385.254,134.215
29979,706.955,137.232
29980,393.472,125.001
29981,625.722,215.426
29982,718.34,266.476
29983,648.356,389.214
29984,527.216,388.067
29985,254.291,440.375
29986,533.092,631.344
29987,767.505,305.311
29988,673.035,178.675
29989,581.1,223.318
29990,323.473,224.591
29991,792.019,381.219
29992,490.522,0.0
29993,914.626,235.307
29994,312.472,256.53
29995,588.592,353.237
29996,515.897,337.901
29997,442.184,256.536
29998,490.023,206.144
29999,444.512,113.628
30000,513.64,153.286
30001,442.505,173.498
30002,419.348,215.97
30003,488.703,145.925
30004,302.185,230.441
30005,638.328,265.916
30006,487.856,410.856
30007,641.705,522.639
30008,574.892,190.886
30009,481.271,269.361
30010,434.985,357.084
30011,438.359,362.841
30012,518.878,275.194
30013,389.015,412.209
30014,743.827,244.814
30015,805.467,297.646
30016,326.636,27.303
30017,1360.094,285.5
30018,978.313,233.447
30019,657.432,226.904
30020,670.585,194.197
30021,433.234,258.994
30022,744.487,188.585
30023,1052.638,167.322
30024,676.789,209.61
30025,614.395,221.427
30026,589.803,203.541
30027,642.447,171.045
30028,449.789,138.209
30029,165.125,172.419
30030,548.754,256.553
30031,597.717,216.853
30032,511.317,381.791
30033,484.085,255.618
30034,1065.761,431.779
30035,614.15,244.603
30036,519.629,228.398
30037,482.885,86.756
30038,615.088,279.765
30039,809.386,161.102
30040,521.447,216.017
30041,1334.788,408.326
30042,651.604,247.107
30043,234.403,388.374
30044,697.958,232.835
30045,283.238,300.472
30046,672.667,169.609
30047,1118.874,241.521
30048,465.268,156.814
30049,494.299,188.125
30050,751.472,146.219
30051,355.981,149.76
30052,505.109,172.758
30053,368.733,246.86
30054,877.96,285.116
30055,471.95,405.759
30056,502.884,343.773
30057,369.916,279.535
30058,579.981,378.613
30059,456.132,248.05
30060,310.522,304.19
30061,618.707,246.29
30062,467.751,242.401
30063,883.483,161.049
30064,606.949,333.466
30065,859.126,305.39
30066,1288.848,329.141
30067,291.737,281.733
30068,402.42,277.568
30069,1404.366,280.717
30070,623.058,339.088
30071,444.849,164.387
30072,451.339,158.239
30073,311.802,190.897
30074,493.627,117.832
30075,603.256,169.648
30076,442.239,224.651
30077,842.544,272.332
30078,597.674,346.747
30079,570.487,408.647
30080,169.775,481.835
30081,620.102,458.377
30082,716.905,236.184
30083,687.727,254.879
30084,387.943,177.14
30085,463.917,322.631
30086,743.806,229.714
30087,645.683,196.268
30088,1052.217,0.0
30089,1177.739,183.106
30090,730.023,223.736
30091,990.734,345.72
30092,610.013,345.808
30093,580.852,391.04
30094,552.833,272.888
30095,534.896,144.932
30096,639.283,180.677
30097,396.306,171.864
30098,379.301,231.942
30099,352.126,420.581
30100,0.0,145.656
30101,483.024,204.907
30102,564.25,322.259
30103,575.415,403.055
30104,94.945,719.542
30105,522.058,422.543
30106,279.236,231.162
30107,536.364,396.353
30108,528.229,303.41
30109,420.404,281.846
30110,544.177,240.22
30111,699.915,169.045
30112,517.636,210.779
30113,410.068,179.333
30114,859.364,334.898
30115,1054.143,263.639
30116,416.841,243.316
30117,346.972,297.527
30118,306.079,350.562
30119,482.106,114.603
30120,545.64,120.189
30121,358.997,163.62
30122,467.584,78.779
30123,371.053,0.0
30124,812.316,141.653
30125,433.426,236.376
30126,635.517,198.381
30127,527.32,354.117
30128,351.462,505.85
30129,591.776,310.867
30130,931.251,351.514
30131,361.871,172.309
30132,801.741,321.303
30133,1021.637,339.89
30134,1768.98,230.57
30135,854.056,235.724
30136,602.791,278.328
30137,429.016,232.87
30138,1277.326,294.787
30139,559.808,232.424
30140,717.659,351.683
30141,552.555,307.839
30142,387.883,237.275
30143,421.005,142.793
30144,693.001,64.952
30145,875.286,170.651
30146,430.765,176.927
30147,606.258,0.0
30148,586.723,480.831
30149,626.613,227.492
30150,476.003,438.639
30151,429.092,604.903
30152,622.638,321.248
30153,481.488,314.898
30154,932.452,230.903
30155,550.297,189.893
30156,1099.277,268.241
30157,381.119,166.944
30158,763.501,205.934
30159,724.009,133.542
30160,822.056,267.763
30161,501.627,292.214
30162,734.437,277.064
30163,501.417,312.953
30164,479.853,311.835
30165,508.544,266.12
30166,366.341,227.05
30167,623.627,139.575
30168,490.203,106.488
30169,633.79,143.732
30170,608.848,277.939
30171,603.5,0.0
30172,860.448,186.11
30173,794.924,314.486
30174,572.563,301.915
30175,349.196,1377.42
30176,491.801,419.146
30177,545.117,322.58
30178,991.382,422.56
30179,479.859,228.252
30180,333.498,302.445
30181,352.56,236.156
30182,681.704,256.197
30183,985.061,259.218
30184,509.56,258.073
30185,1121.626,224.982
30186,294.08,317.394
30187,265.372,156.291
30188,496.699,315.874
30189,563.99,471.986
30190,558.787,308.515
30191,492.864,117.855
